word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
wax,to gradually increase in size or intensity,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Her enthusiasm for the diva’s new album only waxed with each song; by the end of the album, it was her favorite CD yet.",,,medium,academic,gre
overweening,arrogant; presumptuous,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Mark was so convinced of his basketball skills that in his overweening pride he could not fathom that his name was not on the varsity list; he walked up to the basketball coach and told her she had forgotten to add his name.,,,medium,academic,gre
calumny,making of a false statement meant to injure a person’s reputation,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With the presidential primaries well under way, the air is thick with calumny, and the mud already waist-high.",,,medium,academic,gre
errant,to be wandering; not sticking to a circumscribed path,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Unlike his peers, who spent their hours studying in the library, Matthew preferred errant walks through the university campus.",,,medium,academic,gre
serendipity,"the instance in which an accidental, fortunate discovery is made",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"By pure serendipity, Sarah discovered, at a flea market in Peoria, a matching earring to replace the one that fell down the storm drain back home.",,,medium,academic,gre
mundane,repetitive and boring; not spiritual,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Nancy found doing dishes a thorougly mundane task, although Peter found a kind of Zen pleasure in the chore.",,,medium,academic,gre
cosmopolitan,comprising many cultures; global in reach and outlook,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,There are few cities in the world as diverse and cosmopolitan as New York.,,,medium,academic,gre
byzantine,intricate and complex,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Getting a driver’s license is not simply a matter of taking a test; the regulations and procedures are so byzantine that many have found themselves at the mercy of the Department of Motor Vehicles.,,,medium,academic,gre
abysmal,extremely bad,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Coach Ramsey took his newest player off the field after watching a few painful minutes of her abysmal performance.,,,medium,academic,gre
becoming,"appropriate, and matches nicely",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Her dress was becoming and made her look even more beautiful.,,,medium,academic,gre
fastidious,overly concerned with details; fussy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Whitney is fastidious about her shoes, arranging them on a shelf in a specific order, each pair evenly spaced.",,,medium,academic,gre
splenetic,very irritable,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Ever since the car accident, Frank has been unable to walk without a cane, and so he has become splenetic and unpleasant to be around.",,,medium,academic,gre
admonish,"to warn strongly, even to the point of reprimanding",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Before the concert began, security personel admonished the crowd not to come up on stage during the performance.",,,medium,academic,gre
archaic,so old as to appear to belong to a different period,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Hoping to sound intelligent, Mary spoke in archaic English that was right out of Jane Austen's Pride and Prejudice--needless to say, she didn't have many friends.",,,medium,academic,gre
pithy,concise and full of meaning,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,I enjoy reading the Daodejing for its pithy and insightful prose; it always gives me something to think about.,,,medium,academic,gre
carping,persistently petty and unjustified criticism,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,What seemed like incessant nagging and carping about my behavior from my mother turned out to be wise and useful advice that has served me well.,,,medium,academic,gre
noisome,having an extremely bad smell,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Each August, when the winds moved in a south easterly direction, the garbage dump would spread noisome vapors through the small town.",,,medium,academic,gre
antiquated,old-fashioned; belonging to an earlier period in time,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Aunt Betty had antiquated notions about marriage, believing that a man should court a woman for at least a year before receiving a kiss.",,,medium,academic,gre
assail,attack in speech or writing,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In the weekly paper, the editor assailed the governor for wasting hundreds of thousands of dollars in public projects that quickly failed.",,,medium,academic,gre
imprudent,not wise,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Hitler, like Napoleon, made the imprudent move of invading Russia in winter, suffering even more casualties than Napoleon had.",,,medium,academic,gre
restive,restless,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The crowd grew restive as the comedian’s opening jokes fell flat.,,,medium,academic,gre
harangue,a long pompous speech; a tirade,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Dinner at Billy's was more a punishment than a reward, since anyone who sat at the dinner table would have to listen to Billy's father's interminable harangues against the government.",,,medium,academic,gre
plucky,marked by courage and determination,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Some scouts initially doubted Pedroia because of his short stature, but he is a plucky player, surprising everyone with his boundless energy and fierce determination.",,,medium,academic,gre
nonplussed,unsure how to act or respond,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Shirley was totally nonplussed when the angry motorist cut her off and then stuck his finger out the window.,,,medium,academic,gre
melee,"a wild, confusing fight or struggle",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After enduring daily taunts about my name, I became enraged and pummeled the schoolyard bully and his sycophantic friends in a brutal melee.",,,medium,academic,gre
malodorous,having an unpleasant smell,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Some thermally active fountains spew sulfur fumes--the air around them is sometimes so malodorous that many have to plug their noses.,,,medium,academic,gre
attenuate,to weaken (in terms of intensity); to taper off/become thinner.,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Her animosity towards Bob attenuated over the years, and she even went so far as to invite him to her party.",,,medium,academic,gre
limpid,clarity in terms of expression,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Her limpid prose made even the most recondite subjects accessible to all.,,,medium,academic,gre
immure,"to enclose, usually in walls",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The modern supermarket experience makes many feel claustrophobic, as they are immured in walls upon walls of products.",,,medium,academic,gre
encumber,hold back,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The costume encumbered all my movements and caused me to sweat profusely.,,,medium,academic,gre
preemptive,done before someone else can do it,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Just as Martha was about to take the only cookie left on the table, Noah preemptively swiped it.",,,medium,academic,gre
exemplar,something to be imitated,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Lena's homework is on the wall because it is an exemplar of clean, neat, and thoughtful work.",,,medium,academic,gre
